travelCode,userCode,from,to,flightType,price,time,distance,agency,date,Weekday,Binaryweekday
51946,504,Campo Grande,Recife,firstClass,1185.95,1.39,535.4,Rainbow,5/20/2021,Thu,0
99218,982,Florianopolis,Sao Paulo,premium,577.76,1.46,562.14,Rainbow,9/3/2020,Thu,0
11852,116,Campo Grande,Aracaju,firstClass,1545.78,1.69,650.1,Rainbow,10/5/2019,Sat,1
57457,559,Campo Grande,Florianopolis,firstClass,1341.21,1.49,573.81,Rainbow,10/8/2020,Thu,0
98810,978,Recife,Florianopolis,firstClass,1371.83,1.76,676.53,Rainbow,3/30/2020,Mon,0
9156,93,Florianopolis,Recife,premium,918.66,1.76,676.53,CloudFy,6/7/2020,Sun,1
53769,521,Recife,Campo Grande,premium,832.77,1.39,535.4,Rainbow,11/9/2019,Sat,1
117313,1162,Aracaju,Florianopolis,economic,852.18,2.1,808.85,Rainbow,11/28/2021,Sun,1
4798,47,Brasilia,Campo Grande,economic,629.54,0.72,277.7,Rainbow,8/5/2021,Thu,0
50241,490,Salvador,Campo Grande,firstClass,904.66,1.36,522.34,CloudFy,6/7/2020,Sun,1
133627,1316,Florianopolis,Salvador,economic,915.02,2.44,937.77,Rainbow,10/29/2020,Thu,0
110447,1095,Florianopolis,Aracaju,economic,879.1,2.1,808.85,CloudFy,12/17/2020,Thu,0
83911,823,Recife,Aracaju,premium,932.22,1.44,555.74,Rainbow,4/25/2020,Sat,1
58661,572,Campo Grande,Sao Paulo,firstClass,644.16,0.44,168.22,Rainbow,10/3/2019,Thu,0
73225,711,Brasilia,Aracaju,economic,721.2,1.11,425.98,Rainbow,3/9/2020,Mon,0
44732,436,Recife,Sao Paulo,firstClass,883.63,1.26,486.52,CloudFy,10/7/2021,Thu,0
20186,195,Aracaju,Salvador,economic,964.83,2.16,830.86,CloudFy,5/19/2022,Thu,0
72508,705,Natal,Recife,firstClass,744.11,0.58,222.67,CloudFy,6/10/2021,Thu,0
97254,961,Rio de Janeiro,Florianopolis,firstClass,961.99,1.21,466.3,FlyingDrops,1/29/2021,Fri,0
13416,132,Brasilia,Aracaju,firstClass,1287.52,1.11,425.98,FlyingDrops,6/11/2020,Thu,0
83461,815,Sao Paulo,Aracaju,premium,962.54,1.02,392.76,Rainbow,10/20/2019,Sun,1
70938,687,Salvador,Aracaju,economic,826.02,2.16,830.86,Rainbow,3/28/2020,Sat,1
9516,95,Salvador,Brasilia,economic,609.83,1.76,676.56,Rainbow,2/23/2020,Sun,1
54388,529,Rio de Janeiro,Campo Grande,firstClass,1566.26,2.09,806.48,FlyingDrops,1/15/2021,Fri,0
58617,571,Florianopolis,Campo Grande,firstClass,857.32,1.49,573.81,Rainbow,10/2/2022,Sun,1
33847,325,Brasilia,Recife,firstClass,691.39,0.63,242.21,FlyingDrops,8/21/2020,Fri,0
81364,793,Aracaju,Salvador,premium,1289.05,2.16,830.86,Rainbow,2/27/2020,Thu,0
38432,369,Aracaju,Brasilia,firstClass,957.68,1.11,425.98,CloudFy,1/1/2021,Fri,0
78285,760,Aracaju,Campo Grande,firstClass,1389.37,1.69,650.1,CloudFy,11/26/2020,Thu,0
40051,387,Aracaju,Salvador,firstClass,1684.05,2.16,830.86,CloudFy,4/14/2022,Thu,0
117910,1167,Aracaju,Florianopolis,premium,1174.97,2.1,808.85,CloudFy,1/12/2020,Sun,1
83903,823,Florianopolis,Natal,premium,1114.55,1.84,709.37,Rainbow,2/28/2020,Fri,0
82634,806,Sao Paulo,Recife,firstClass,1464.89,1.26,486.52,FlyingDrops,1/16/2020,Thu,0
67076,651,Sao Paulo,Aracaju,firstClass,1159.84,1.02,392.76,Rainbow,3/30/2020,Mon,0
34028,326,Recife,Campo Grande,firstClass,1038.95,1.39,535.4,FlyingDrops,12/3/2020,Thu,0
120565,1196,Florianopolis,Aracaju,firstClass,1574.28,2.1,808.85,FlyingDrops,7/2/2020,Thu,0
135247,1331,Sao Paulo,Florianopolis,premium,1367.6,1.46,562.14,Rainbow,5/8/2020,Fri,0
119711,1188,Brasilia,Florianopolis,firstClass,1569.65,1.66,637.56,FlyingDrops,6/1/2020,Mon,0
10863,109,Florianopolis,Recife,premium,1013.4,1.76,676.53,Rainbow,1/26/2020,Sun,1
122419,1214,Sao Paulo,Florianopolis,economic,908.17,1.46,562.14,Rainbow,10/6/2019,Sun,1
45698,447,Aracaju,Sao Paulo,economic,410.79,1.02,392.76,CloudFy,10/10/2019,Thu,0
27573,264,Campo Grande,Brasilia,economic,506.56,0.72,277.7,CloudFy,1/17/2022,Mon,0
116551,1155,Brasilia,Florianopolis,economic,884.94,1.66,637.56,CloudFy,11/21/2022,Mon,0
126556,1252,Sao Paulo,Florianopolis,premium,1370.17,1.46,562.14,CloudFy,8/1/2021,Sun,1
20660,203,Sao Paulo,Aracaju,economic,722.74,1.02,392.76,CloudFy,6/7/2021,Mon,0
80439,782,Sao Paulo,Aracaju,economic,722.74,1.02,392.76,CloudFy,7/15/2021,Thu,0
28223,269,Campo Grande,Recife,firstClass,1262.23,1.39,535.4,FlyingDrops,4/3/2020,Fri,0
130743,1286,Florianopolis,Brasilia,firstClass,1127.36,1.66,637.56,CloudFy,5/5/2022,Thu,0
52277,507,Brasilia,Campo Grande,firstClass,1009.71,0.72,277.7,FlyingDrops,8/29/2020,Sat,1
68499,664,Sao Paulo,Rio de Janeiro,firstClass,1016.89,0.86,331.89,Rainbow,10/10/2019,Thu,0
14862,148,Salvador,Recife,firstClass,1348.04,2.05,788.55,FlyingDrops,11/27/2021,Sat,1
91342,900,Florianopolis,Salvador,economic,898.67,2.44,937.77,CloudFy,12/29/2022,Thu,0
4353,44,Brasilia,Rio de Janeiro,firstClass,649.64,0.48,183.37,CloudFy,12/5/2019,Thu,0
128347,1265,Campo Grande,Florianopolis,firstClass,1446.34,1.49,573.81,CloudFy,12/8/2019,Sun,1
33456,322,Brasilia,Salvador,premium,1346.6,1.76,676.56,CloudFy,2/25/2021,Thu,0
33630,323,Recife,Salvador,economic,861.68,2.05,788.55,Rainbow,8/27/2020,Thu,0
13522,133,Recife,Salvador,premium,1249.83,2.05,788.55,Rainbow,3/4/2021,Thu,0
1877,16,Recife,Florianopolis,firstClass,1434.38,1.76,676.53,FlyingDrops,2/11/2021,Thu,0
28902,275,Aracaju,Natal,firstClass,549.96,0.46,176.33,Rainbow,6/3/2021,Thu,0
10283,104,Campo Grande,Aracaju,firstClass,1581.8,1.69,650.1,CloudFy,9/11/2021,Sat,1
88779,878,Sao Paulo,Florianopolis,firstClass,1684.14,1.46,562.14,CloudFy,12/26/2019,Thu,0
22319,219,Brasilia,Recife,economic,432.1,0.63,242.21,CloudFy,7/16/2020,Thu,0
89880,887,Recife,Florianopolis,firstClass,1354.53,1.76,676.53,CloudFy,10/4/2020,Sun,1
77965,757,Natal,Sao Paulo,firstClass,1142.29,0.85,327.55,FlyingDrops,1/21/2021,Thu,0
59623,578,Campo Grande,Florianopolis,firstClass,1341.21,1.49,573.81,Rainbow,2/18/2021,Thu,0
32014,307,Brasilia,Recife,economic,432.1,0.63,242.21,CloudFy,2/24/2022,Thu,0
72064,701,Campo Grande,Natal,premium,541.59,0.65,250.68,Rainbow,10/12/2019,Sat,1
42728,416,Sao Paulo,Recife,firstClass,1573.5,1.26,486.52,Rainbow,2/8/2021,Mon,0
89990,888,Florianopolis,Natal,firstClass,1348.79,1.84,709.37,FlyingDrops,12/31/2020,Thu,0
11693,115,Sao Paulo,Recife,premium,1195.26,1.26,486.52,CloudFy,2/7/2020,Fri,0
21770,212,Recife,Aracaju,premium,932.84,1.44,555.74,CloudFy,5/9/2022,Mon,0
94892,936,Florianopolis,Aracaju,economic,819.41,2.1,808.85,Rainbow,1/5/2023,Thu,0
108661,1078,Florianopolis,Rio de Janeiro,economic,313.62,1.21,466.3,CloudFy,1/14/2021,Thu,0
29002,276,Campo Grande,Brasilia,economic,506.56,0.72,277.7,CloudFy,8/14/2021,Sat,1
130149,1281,Florianopolis,Natal,economic,726.95,1.84,709.37,CloudFy,7/30/2020,Thu,0
54127,524,Brasilia,Campo Grande,premium,831.7,0.72,277.7,CloudFy,5/18/2020,Mon,0
72821,707,Brasilia,Sao Paulo,premium,750,0.67,257.81,Rainbow,4/8/2022,Fri,0
112971,1121,Florianopolis,Brasilia,firstClass,1127.36,1.66,637.56,CloudFy,4/23/2020,Thu,0
49302,483,Sao Paulo,Campo Grande,premium,438.74,0.44,168.22,Rainbow,3/20/2021,Sat,1
7998,77,Salvador,Brasilia,economic,587.85,1.76,676.56,CloudFy,6/14/2021,Mon,0
79558,773,Natal,Campo Grande,firstClass,855.82,0.65,250.68,Rainbow,12/23/2021,Thu,0
93960,928,Aracaju,Florianopolis,firstClass,1582.41,2.1,808.85,Rainbow,2/15/2021,Mon,0
18821,185,Salvador,Aracaju,economic,811.73,2.16,830.86,CloudFy,10/25/2021,Mon,0
89915,887,Florianopolis,Recife,economic,695.3,1.76,676.53,Rainbow,6/3/2021,Thu,0
60014,582,Natal,Campo Grande,premium,748.52,0.65,250.68,CloudFy,1/19/2020,Sun,1
62223,607,Brasilia,Campo Grande,firstClass,1096.58,0.72,277.7,CloudFy,3/28/2020,Sat,1
38897,372,Aracaju,Florianopolis,premium,1132.81,2.1,808.85,Rainbow,11/11/2021,Thu,0
126395,1250,Salvador,Florianopolis,premium,1336.68,2.44,937.77,Rainbow,9/21/2020,Mon,0
42040,409,Brasilia,Recife,firstClass,691.39,0.63,242.21,FlyingDrops,12/24/2020,Thu,0
88938,878,Aracaju,Natal,firstClass,549.96,0.46,176.33,Rainbow,1/12/2023,Thu,0
52716,511,Campo Grande,Rio de Janeiro,firstClass,1754.17,2.09,806.48,Rainbow,9/10/2020,Thu,0
92582,914,Rio de Janeiro,Florianopolis,economic,519.1,1.21,466.3,Rainbow,5/24/2021,Mon,0
35059,336,Sao Paulo,Aracaju,economic,647.9,1.02,392.76,Rainbow,12/12/2020,Sat,1
88036,869,Natal,Brasilia,economic,697.51,1.43,550.69,CloudFy,11/25/2021,Thu,0
13403,132,Aracaju,Recife,economic,602.49,1.44,555.74,Rainbow,3/12/2020,Thu,0
44744,436,Rio de Janeiro,Aracaju,economic,796.42,1.55,597.61,CloudFy,1/2/2022,Sun,1
22919,223,Recife,Sao Paulo,firstClass,980.83,1.26,486.52,Rainbow,5/12/2022,Thu,0
73988,717,Aracaju,Natal,premium,535.95,0.46,176.33,CloudFy,2/9/2020,Sun,1
94469,933,Florianopolis,Natal,premium,1114.55,1.84,709.37,Rainbow,9/16/2021,Thu,0
47728,462,Sao Paulo,Campo Grande,firstClass,563,0.44,168.22,CloudFy,12/5/2020,Sat,1
95887,948,Rio de Janeiro,Florianopolis,firstClass,961.99,1.21,466.3,FlyingDrops,3/21/2020,Sat,1
4751,47,Florianopolis,Aracaju,firstClass,1582.1,2.1,808.85,Rainbow,9/11/2020,Fri,0
34759,331,Sao Paulo,Recife,economic,827.12,1.26,486.52,Rainbow,7/5/2021,Mon,0
56495,550,Campo Grande,Recife,firstClass,1244.73,1.39,535.4,CloudFy,10/22/2020,Thu,0
19535,191,Natal,Recife,premium,579.62,0.58,222.67,Rainbow,1/19/2020,Sun,1
54106,524,Campo Grande,Rio de Janeiro,premium,1363.27,2.09,806.48,CloudFy,12/19/2019,Thu,0
115078,1145,Florianopolis,Brasilia,economic,555.01,1.66,637.56,Rainbow,6/24/2021,Thu,0
17482,174,Recife,Brasilia,firstClass,697.22,0.63,242.21,FlyingDrops,1/5/2023,Thu,0
134527,1323,Florianopolis,Aracaju,economic,879.1,2.1,808.85,CloudFy,10/29/2020,Thu,0
61628,601,Salvador,Campo Grande,premium,684.85,1.36,522.34,CloudFy,11/7/2022,Mon,0
86836,856,Aracaju,Salvador,premium,1288.79,2.16,830.86,CloudFy,10/14/2021,Thu,0
48830,479,Aracaju,Campo Grande,firstClass,1389.37,1.69,650.1,CloudFy,12/15/2019,Sun,1
91025,898,Aracaju,Florianopolis,firstClass,1515.79,2.1,808.85,CloudFy,5/1/2021,Sat,1
104216,1033,Florianopolis,Natal,economic,726.95,1.84,709.37,CloudFy,7/15/2021,Thu,0
111073,1101,Florianopolis,Brasilia,premium,885.37,1.66,637.56,CloudFy,1/21/2021,Thu,0
83108,810,Sao Paulo,Florianopolis,premium,1367.6,1.46,562.14,Rainbow,2/10/2022,Thu,0
63948,622,Campo Grande,Sao Paulo,firstClass,620.16,0.44,168.22,CloudFy,11/12/2020,Thu,0
127155,1255,Sao Paulo,Florianopolis,premium,1367.6,1.46,562.14,Rainbow,2/3/2023,Fri,0
124799,1232,Aracaju,Florianopolis,premium,1132.81,2.1,808.85,Rainbow,12/16/2019,Mon,0
30531,290,Campo Grande,Recife,firstClass,1244.73,1.39,535.4,CloudFy,12/13/2021,Mon,0
74351,721,Sao Paulo,Salvador,premium,1114.09,1.04,401.66,Rainbow,7/30/2020,Thu,0
19639,191,Florianopolis,Recife,firstClass,1292.29,1.76,676.53,FlyingDrops,1/15/2022,Sat,1
39407,381,Sao Paulo,Recife,firstClass,1533.42,1.26,486.52,CloudFy,9/19/2020,Sat,1
68255,661,Salvador,Aracaju,premium,1247.02,2.16,830.86,Rainbow,1/15/2022,Sat,1
52398,509,Rio de Janeiro,Campo Grande,firstClass,1512.09,2.09,806.48,CloudFy,11/24/2019,Sun,1
119170,1183,Florianopolis,Natal,premium,1114.55,1.84,709.37,Rainbow,1/7/2021,Thu,0
14978,149,Recife,Brasilia,firstClass,697.22,0.63,242.21,FlyingDrops,9/24/2020,Thu,0
46300,450,Sao Paulo,Brasilia,economic,389.47,0.67,257.81,CloudFy,3/13/2022,Sun,1
79605,775,Sao Paulo,Florianopolis,premium,1367.6,1.46,562.14,Rainbow,2/27/2020,Thu,0
32013,307,Brasilia,Recife,economic,432.1,0.63,242.21,CloudFy,2/19/2022,Sat,1
62713,611,Campo Grande,Florianopolis,premium,1030.13,1.49,573.81,Rainbow,4/28/2022,Thu,0
117353,1163,Florianopolis,Recife,economic,695.3,1.76,676.53,Rainbow,3/5/2020,Thu,0
100569,1001,Rio de Janeiro,Florianopolis,premium,708.27,1.21,466.3,CloudFy,12/28/2019,Sat,1
24177,237,Florianopolis,Aracaju,premium,1248.7,2.1,808.85,Rainbow,11/8/2019,Fri,0
57526,560,Aracaju,Campo Grande,premium,1116.83,1.69,650.1,Rainbow,10/9/2020,Fri,0
70607,684,Natal,Florianopolis,firstClass,1570.02,1.84,709.37,CloudFy,8/19/2021,Thu,0
47219,458,Natal,Campo Grande,firstClass,979.56,0.65,250.68,FlyingDrops,12/5/2020,Sat,1
73801,715,Salvador,Aracaju,firstClass,1531.92,2.16,830.86,CloudFy,8/14/2021,Sat,1
103944,1031,Florianopolis,Natal,firstClass,1348.79,1.84,709.37,FlyingDrops,2/6/2020,Thu,0
50507,491,Aracaju,Campo Grande,firstClass,1389.37,1.69,650.1,CloudFy,7/10/2022,Sun,1
44785,436,Aracaju,Natal,firstClass,549.96,0.46,176.33,Rainbow,10/13/2022,Thu,0
14041,140,Aracaju,Rio de Janeiro,premium,930.12,1.55,597.61,Rainbow,9/26/2019,Thu,0
134966,1327,Florianopolis,Aracaju,firstClass,1468.03,2.1,808.85,CloudFy,7/16/2020,Thu,0
31765,305,Brasilia,Aracaju,premium,987.07,1.11,425.98,CloudFy,10/3/2019,Thu,0
124515,1230,Rio de Janeiro,Florianopolis,premium,672.66,1.21,466.3,Rainbow,2/15/2020,Sat,1
100774,1002,Florianopolis,Brasilia,firstClass,1127.36,1.66,637.56,CloudFy,5/28/2020,Thu,0
111666,1105,Florianopolis,Natal,premium,1128.51,1.84,709.37,CloudFy,9/2/2021,Thu,0
76843,746,Natal,Recife,premium,579.62,0.58,222.67,Rainbow,3/17/2022,Thu,0
31968,307,Brasilia,Natal,premium,1067.3,1.43,550.69,CloudFy,4/8/2021,Thu,0
15055,149,Natal,Aracaju,firstClass,576.66,0.46,176.33,CloudFy,3/19/2022,Sat,1
48361,474,Campo Grande,Natal,firstClass,749.85,0.65,250.68,FlyingDrops,10/10/2019,Thu,0
28246,269,Brasilia,Rio de Janeiro,premium,457.95,0.48,183.37,CloudFy,9/10/2020,Thu,0
124843,1232,Florianopolis,Campo Grande,premium,697.65,1.49,573.81,CloudFy,10/15/2020,Thu,0
3549,35,Natal,Recife,economic,429.77,0.58,222.67,CloudFy,4/12/2020,Sun,1
90151,890,Florianopolis,Salvador,premium,1311.38,2.44,937.77,CloudFy,10/10/2019,Thu,0
77272,751,Sao Paulo,Salvador,firstClass,1306.8,1.04,401.66,CloudFy,1/21/2021,Thu,0
135133,1330,Natal,Florianopolis,firstClass,1540.6,1.84,709.37,FlyingDrops,3/26/2021,Fri,0
112016,1109,Brasilia,Florianopolis,economic,889.07,1.66,637.56,Rainbow,7/20/2020,Mon,0
126605,1252,Brasilia,Florianopolis,firstClass,1487.52,1.66,637.56,CloudFy,7/11/2022,Mon,0
110986,1100,Florianopolis,Brasilia,premium,885.37,1.66,637.56,CloudFy,8/19/2021,Thu,0
91251,900,Sao Paulo,Florianopolis,economic,908.17,1.46,562.14,Rainbow,4/4/2021,Sun,1
61405,599,Brasilia,Campo Grande,firstClass,1069.61,0.72,277.7,Rainbow,1/28/2023,Sat,1
14335,144,Florianopolis,Aracaju,premium,1248.7,2.1,808.85,Rainbow,7/19/2020,Sun,1
45176,441,Sao Paulo,Brasilia,economic,389.47,0.67,257.81,CloudFy,4/20/2020,Mon,0
110084,1091,Rio de Janeiro,Florianopolis,economic,533.69,1.21,466.3,CloudFy,1/27/2020,Mon,0
68622,664,Natal,Rio de Janeiro,firstClass,1314.05,1.55,595.03,Rainbow,2/17/2022,Thu,0
1815,16,Florianopolis,Aracaju,firstClass,1582.1,2.1,808.85,Rainbow,12/8/2019,Sun,1
97856,968,Aracaju,Florianopolis,economic,869.13,2.1,808.85,CloudFy,11/2/2020,Mon,0
52288,507,Campo Grande,Florianopolis,firstClass,1341.21,1.49,573.81,Rainbow,11/12/2020,Thu,0
1595,13,Florianopolis,Brasilia,firstClass,1127.36,1.66,637.56,CloudFy,10/2/2022,Sun,1
81928,797,Aracaju,Florianopolis,premium,1132.81,2.1,808.85,Rainbow,9/10/2020,Thu,0
26676,257,Recife,Sao Paulo,premium,657.87,1.26,486.52,CloudFy,2/6/2020,Thu,0
97556,965,Sao Paulo,Florianopolis,firstClass,1666.23,1.46,562.14,FlyingDrops,2/17/2020,Mon,0
128276,1264,Campo Grande,Florianopolis,premium,1030.13,1.49,573.81,Rainbow,1/6/2020,Mon,0
72564,705,Aracaju,Sao Paulo,firstClass,752.27,1.02,392.76,Rainbow,7/7/2022,Thu,0
36465,348,Aracaju,Brasilia,firstClass,898.04,1.11,425.98,FlyingDrops,12/3/2020,Thu,0
112509,1115,Brasilia,Florianopolis,firstClass,1569.65,1.66,637.56,FlyingDrops,4/5/2020,Sun,1
78096,758,Aracaju,Natal,firstClass,598.61,0.46,176.33,CloudFy,3/29/2020,Sun,1
52065,505,Aracaju,Campo Grande,economic,750.92,1.69,650.1,CloudFy,1/13/2020,Mon,0
5374,54,Recife,Brasilia,firstClass,709.25,0.63,242.21,CloudFy,2/28/2020,Fri,0
129115,1271,Florianopolis,Campo Grande,economic,544.86,1.49,573.81,Rainbow,3/4/2021,Thu,0
60287,583,Rio de Janeiro,Campo Grande,premium,1219.71,2.09,806.48,Rainbow,5/9/2022,Mon,0
67935,659,Sao Paulo,Florianopolis,firstClass,1666.23,1.46,562.14,FlyingDrops,4/9/2020,Thu,0
131153,1290,Salvador,Florianopolis,firstClass,1616.44,2.44,937.77,FlyingDrops,10/17/2020,Sat,1
65871,640,Brasilia,Campo Grande,economic,629.54,0.72,277.7,Rainbow,5/23/2021,Sun,1
89074,879,Natal,Rio de Janeiro,firstClass,1391.6,1.55,595.03,CloudFy,2/17/2022,Thu,0
50344,490,Recife,Campo Grande,premium,793.15,1.39,535.4,CloudFy,5/29/2022,Sun,1
8026,78,Recife,Brasilia,firstClass,721.93,0.63,242.21,Rainbow,1/30/2020,Thu,0
93802,925,Florianopolis,Salvador,firstClass,1692.64,2.44,937.77,FlyingDrops,5/26/2022,Thu,0
56566,551,Campo Grande,Rio de Janeiro,firstClass,1614.7,2.09,806.48,CloudFy,8/20/2020,Thu,0
76906,747,Natal,Campo Grande,firstClass,855.82,0.65,250.68,Rainbow,4/9/2020,Thu,0
30214,288,Brasilia,Aracaju,firstClass,1287.52,1.11,425.98,FlyingDrops,11/19/2020,Thu,0
111042,1101,Florianopolis,Salvador,premium,1367.88,2.44,937.77,Rainbow,6/18/2020,Thu,0
68307,662,Aracaju,Florianopolis,firstClass,1515.79,2.1,808.85,CloudFy,6/18/2020,Thu,0
53148,514,Salvador,Campo Grande,premium,684.85,1.36,522.34,CloudFy,6/28/2021,Mon,0
77124,749,Recife,Aracaju,economic,663.23,1.44,555.74,Rainbow,5/18/2020,Mon,0
102183,1013,Florianopolis,Aracaju,firstClass,1574.28,2.1,808.85,FlyingDrops,4/9/2020,Thu,0
117106,1160,Rio de Janeiro,Florianopolis,firstClass,875.65,1.21,466.3,CloudFy,6/26/2020,Fri,0
58490,571,Salvador,Campo Grande,firstClass,904.66,1.36,522.34,CloudFy,4/27/2020,Mon,0
3274,32,Aracaju,Brasilia,premium,706.36,1.11,425.98,Rainbow,9/9/2021,Thu,0
44909,438,Brasilia,Sao Paulo,economic,533.8,0.67,257.81,Rainbow,2/20/2020,Thu,0
31518,301,Campo Grande,Brasilia,premium,661.32,0.72,277.7,CloudFy,9/19/2021,Sun,1
35008,336,Florianopolis,Aracaju,premium,1149.53,2.1,808.85,CloudFy,12/21/2019,Sat,1
96859,958,Florianopolis,Brasilia,economic,555.01,1.66,637.56,Rainbow,12/12/2019,Thu,0
96510,955,Salvador,Florianopolis,premium,1321.52,2.44,937.77,CloudFy,5/3/2021,Mon,0
38186,366,Recife,Brasilia,economic,439.38,0.63,242.21,Rainbow,1/1/2021,Fri,0
15587,155,Aracaju,Salvador,firstClass,1684.05,2.16,830.86,CloudFy,9/16/2021,Thu,0
49926,487,Brasilia,Campo Grande,premium,831.7,0.72,277.7,CloudFy,2/5/2021,Fri,0
91134,899,Florianopolis,Aracaju,economic,879.1,2.1,808.85,CloudFy,10/17/2019,Thu,0
49535,485,Recife,Campo Grande,firstClass,1110.76,1.39,535.4,CloudFy,3/29/2020,Sun,1
28511,273,Brasilia,Florianopolis,economic,889.07,1.66,637.56,Rainbow,4/9/2020,Thu,0
16185,160,Natal,Brasilia,firstClass,1192.62,1.43,550.69,FlyingDrops,3/8/2020,Sun,1
124531,1230,Florianopolis,Aracaju,premium,1248.7,2.1,808.85,Rainbow,6/4/2020,Thu,0
99950,992,Florianopolis,Sao Paulo,economic,426.91,1.46,562.14,CloudFy,7/7/2022,Thu,0
11656,114,Aracaju,Sao Paulo,firstClass,752.27,1.02,392.76,Rainbow,11/21/2019,Thu,0
27411,263,Natal,Aracaju,economic,301.61,0.46,176.33,Rainbow,12/7/2020,Mon,0
23425,229,Campo Grande,Recife,economic,659.43,1.39,535.4,CloudFy,12/5/2021,Sun,1
48769,478,Brasilia,Campo Grande,firstClass,1096.58,0.72,277.7,CloudFy,4/29/2022,Fri,0
20784,204,Brasilia,Sao Paulo,firstClass,893.65,0.67,257.81,CloudFy,11/26/2020,Thu,0
77181,750,Natal,Sao Paulo,firstClass,1142.29,0.85,327.55,FlyingDrops,3/16/2020,Mon,0
48679,478,Brasilia,Campo Grande,firstClass,1096.58,0.72,277.7,CloudFy,8/9/2020,Sun,1
68739,665,Sao Paulo,Salvador,economic,793.27,1.04,401.66,CloudFy,3/18/2021,Thu,0
14070,140,Campo Grande,Brasilia,firstClass,870.91,0.72,277.7,Rainbow,4/18/2020,Sat,1
112734,1119,Aracaju,Florianopolis,premium,1174.97,2.1,808.85,CloudFy,10/28/2019,Mon,0
101028,1003,Florianopolis,Sao Paulo,firstClass,693.51,1.46,562.14,CloudFy,1/27/2022,Thu,0
96330,952,Florianopolis,Brasilia,firstClass,1127.36,1.66,637.56,CloudFy,5/12/2022,Thu,0
80433,782,Natal,Sao Paulo,firstClass,1020.42,0.85,327.55,CloudFy,6/3/2021,Thu,0
22468,220,Recife,Natal,firstClass,669.83,0.58,222.67,CloudFy,3/12/2020,Thu,0
95273,940,Florianopolis,Rio de Janeiro,firstClass,549.55,1.21,466.3,Rainbow,11/24/2022,Thu,0
84459,830,Natal,Florianopolis,firstClass,1554.92,1.84,709.37,Rainbow,4/23/2020,Thu,0
78052,757,Natal,Salvador,premium,1315.97,1.85,710.57,Rainbow,9/22/2022,Thu,0
88702,877,Sao Paulo,Rio de Janeiro,firstClass,1041.65,0.86,331.89,FlyingDrops,11/14/2019,Thu,0
125248,1236,Rio de Janeiro,Florianopolis,firstClass,941.27,1.21,466.3,Rainbow,6/13/2020,Sat,1
21456,210,Campo Grande,Aracaju,firstClass,1545.78,1.69,650.1,Rainbow,7/12/2020,Sun,1
101609,1008,Florianopolis,Campo Grande,premium,714.86,1.49,573.81,Rainbow,4/16/2020,Thu,0
111947,1108,Florianopolis,Natal,economic,726.95,1.84,709.37,CloudFy,2/10/2022,Thu,0
117277,1162,Aracaju,Florianopolis,firstClass,1499.93,2.1,808.85,FlyingDrops,3/22/2021,Mon,0
30272,288,Brasilia,Aracaju,premium,965.62,1.11,425.98,Rainbow,1/2/2022,Sun,1
17631,175,Aracaju,Florianopolis,firstClass,1515.79,2.1,808.85,CloudFy,1/27/2022,Thu,0
91630,905,Florianopolis,Rio de Janeiro,premium,469.92,1.21,466.3,CloudFy,9/24/2020,Thu,0
125768,1243,Natal,Florianopolis,economic,873.07,1.84,709.37,CloudFy,10/4/2019,Fri,0
14089,140,Rio de Janeiro,Brasilia,firstClass,687.25,0.48,183.37,Rainbow,8/29/2020,Sat,1
82342,800,Florianopolis,Sao Paulo,firstClass,693.51,1.46,562.14,CloudFy,7/26/2020,Sun,1
102671,1019,Florianopolis,Rio de Janeiro,economic,313.62,1.21,466.3,CloudFy,3/17/2022,Thu,0
104262,1033,Florianopolis,Brasilia,premium,814.55,1.66,637.56,Rainbow,6/2/2022,Thu,0
112685,1118,Recife,Florianopolis,firstClass,1434.38,1.76,676.53,FlyingDrops,3/21/2020,Sat,1
5935,60,Rio de Janeiro,Brasilia,economic,364.34,0.48,183.37,Rainbow,10/17/2020,Sat,1
3983,40,Natal,Aracaju,premium,451.41,0.46,176.33,CloudFy,4/4/2021,Sun,1
20054,195,Recife,Sao Paulo,premium,670.13,1.26,486.52,Rainbow,11/7/2019,Thu,0
15911,157,Aracaju,Natal,economic,332.1,0.46,176.33,CloudFy,1/6/2022,Thu,0
73996,717,Natal,Campo Grande,premium,660.25,0.65,250.68,Rainbow,4/2/2020,Thu,0
8673,84,Campo Grande,Aracaju,firstClass,1545.78,1.69,650.1,Rainbow,5/8/2020,Fri,0
118256,1172,Rio de Janeiro,Florianopolis,premium,708.27,1.21,466.3,CloudFy,7/19/2020,Sun,1
122563,1214,Aracaju,Florianopolis,firstClass,1515.79,2.1,808.85,CloudFy,7/10/2022,Sun,1
124144,1227,Rio de Janeiro,Florianopolis,economic,519.1,1.21,466.3,Rainbow,1/26/2020,Sun,1
101190,1004,Florianopolis,Salvador,premium,1367.88,2.44,937.77,Rainbow,8/5/2021,Thu,0
25100,243,Aracaju,Salvador,firstClass,1723.71,2.16,830.86,Rainbow,8/6/2020,Thu,0
11714,115,Florianopolis,Brasilia,economic,636.51,1.66,637.56,CloudFy,7/3/2020,Fri,0
83185,813,Sao Paulo,Recife,premium,1195.26,1.26,486.52,CloudFy,3/19/2020,Thu,0
5569,55,Aracaju,Brasilia,firstClass,957.68,1.11,425.98,CloudFy,12/30/2021,Thu,0
